user,item,pref
190,Substitute The 1996,2
11,Star Trek VI: The Undiscovered Country 1991,3
201,Unforgiven 1992,5
150,Return of the Jedi 1983,5
126,Devil's Own The 1997,3
20,Young Frankenstein 1974,2
144,Ransom 1996,4
181,Chain Reaction 1996,1
109,Clear and Present Danger 1994,4
85,Koyaanisqatsi 1983,3
213,Gone with the Wind 1939,3
222,Tales From the Crypt Presents: Demon Knight 1995,1
223,Seven Se7en 1995,3
215,William Shakespeare's Romeo and Juliet 1996,4
218,Young Frankenstein 1974,3
174,Thousand Acres A 1997,5
275,Blues Brothers The 1980,3
68,Ransom 1996,1
268,Romeo Is Bleeding 1993,4
160,Like Water For Chocolate Como agua para chocolate 1992,4
195,Heat 1995,4
224,12 Angry Men 1957,4
5,Operation Dumbo Drop 1995,1
99,Con Air 1997,5
2,Shall We Dance? 1996,5
292,Dead Man Walking 1995,4
72,Speed 1994,4
85,Star Trek: The Wrath of Khan 1982,3
83,River Wild The 1994,5
92,Escape from L.A. 1996,2
7,MisÈrables Les 1995,3
87,Brady Bunch Movie The 1995,2
287,Down Periscope 1996,4
1,Dirty Dancing 1987,2
234,Sophie's Choice 1982,2
222,Natural Born Killers 1994,5
24,Shawshank Redemption The 1994,5
7,Waterworld 1995,3
82,Pulp Fiction 1994,3
161,Schindler's List 1993,3
196,Mrs. Doubtfire 1993,4
56,Nightmare Before Christmas The 1993,4
82,Matilda 1996,3
7,Dragonheart 1996,2
256,Nick of Time 1995,4
226,Pulp Fiction 1994,4
279,Last Supper The 1995,5
308,Shall We Dance? 1937,3
16,Babe 1995,5
180,Groundhog Day 1993,3
203,Welcome to the Dollhouse 1995,4
145,Pulp Fiction 1994,5
288,Ice Storm The 1997,4
84,Ransom 1996,3
44,Thin Blue Line The 1988,3
17,Mighty Aphrodite 1995,3
313,Rock The 1996,4
148,Toy Story 1995,4
197,Wag the Dog 1997,4
21,Abyss The 1989,5
279,Maximum Risk 1996,3
239,Adventures of Robin Hood The 1938,5
185,Marvin's Room 1996,5
297,Blade Runner 1982,4
303,Crow The 1994,4
186,Fifth Element The 1997,1
73,Akira 1988,3
104,Father of the Bride Part II 1995,2
94,When Harry Met Sally... 1989,3
239,Sting The 1973,5
197,Lawrence of Arabia 1962,5
280,Toy Story 1995,4
1,Rock The 1996,3
224,Romeo Is Bleeding 1993,1
303,Striking Distance 1993,1
60,On Golden Pond 1981,4
198,Contact 1997,4
239,Third Man The 1949,5
6,Forrest Gump 1994,3
233,Showgirls 1995,4
85,Grifters The 1990,4
110,Net The 1995,3
184,Down by Law 1986,3
99,Picture Perfect 1997,1
13,Cinderella 1950,2
201,Miller's Crossing 1990,4
13,Amityville: Dollhouse 1996,1
214,Breakfast at Tiffany's 1961,3
296,Star Trek: The Wrath of Khan 1982,4
222,Searching for Bobby Fischer 1993,3
279,Exit to Eden 1994,4
217,GoodFellas 1990,2
85,Heathers 1989,3
239,Jaws 1975,3
13,Mask The 1994,4
194,Firm The 1993,3
208,Being There 1979,5
109,12 Angry Men 1957,3
230,Empire Strikes Back The 1980,4
59,My Fair Lady 1964,2
313,Philadelphia Story The 1940,3
70,Escape to Witch Mountain 1975,3
62,GoodFellas 1990,5
198,Jaws 1975,3
65,Phenomenon 1996,4
174,Fried Green Tomatoes 1991,5
90,Usual Suspects The 1995,5
130,Blink 1994,3
100,Wedding Singer The 1998,2
283,Fantasia 1940,5
275,Cinderella 1950,3
311,Silence of the Lambs The 1991,5
195,Tomorrow Never Dies 1997,4
130,Sgt. Bilko 1996,4
269,Lost World: Jurassic Park The 1997,1
286,Maverick 1994,5
7,Angels in the Outfield 1994,3
56,Star Trek: First Contact 1996,5
210,Back to the Future 1985,5
239,Dead Man Walking 1995,5
96,Searching for Bobby Fischer 1993,4
297,Maverick 1994,2
249,Sneakers 1992,3
94,Believers The 1987,2
84,Independence Day ID4 1996,4
275,Hunt for Red October The 1990,4
135,Malice 1993,3
291,Major Payne 1994,4
125,Adventures of Priscilla Queen of the Desert The 1994,1
70,Three Musketeers The 1993,4
311,Dead Man Walking 1995,4
301,Cool Hand Luke 1967,4
152,Executive Decision 1996,5
244,Empire Strikes Back The 1980,4
275,Pete's Dragon 1977,2
53,River Wild The 1994,4
198,Twister 1996,2
244,Tommy Boy 1995,4
26,Phenomenon 1996,4
151,Mighty Aphrodite 1995,3
124,It's a Wonderful Life 1946,1
24,Amadeus 1984,5
271,What's Eating Gilbert Grape 1993,3
307,Microcosmos: Le peuple de l'herbe 1996,3
294,Gridlock'd 1997,3
234,Last of the Mohicans The 1992,2
25,Dumbo 1941,3
293,Big Night 1996,3
201,Fantasia 1940,3
75,Beavis and Butt-head Do America 1996,1
13,Return of the Jedi 1983,5
207,Crow The 1994,2
2,Star Wars 1977,5
313,Clear and Present Danger 1994,4
144,Phenomenon 1996,4
188,Birds The 1963,4
276,Lost Highway 1997,4
145,Eye for an Eye 1996,1
72,Jaws 1975,4
83,True Lies 1994,4
181,Extreme Measures 1996,3
109,Ghost 1990,4
207,Moll Flanders 1996,3
185,When Harry Met Sally... 1989,4
14,Room with a View A 1986,5
149,Everyone Says I Love You 1996,2
57,Fugitive The 1993,5
230,Some Folks Call It a Sling Blade 1993,5
176,She's So Lovely 1997,4
253,Dances with Wolves 1990,4
284,Full Monty The 1997,4
106,Ben-Hur 1959,4
121,Apocalypse Now 1979,3
62,Remains of the Day The 1993,2
291,Cinderella 1950,4
84,Homeward Bound II: Lost in San Francisco 1996,4
293,Star Trek: Generations 1994,2
207,Quiz Show 1994,3
194,Godfather: Part II The 1974,4
109,Dances with Wolves 1990,3
283,That Thing You Do! 1996,4
297,Sense and Sensibility 1995,5
181,U Turn 1997,1
78,My Best Friend's Wedding 1997,4
11,Bob Roberts 1992,4
308,Three Colors: Red 1994,4
193,Oliver & Company 1988,4
297,Jaws 1975,3
87,Son in Law 1993,4
250,Back to the Future 1985,2
8,Star Wars 1977,5
186,Ghost and the Darkness The 1996,4
312,American President The 1995,4
91,Rocket Man 1997,3
5,Bastard Out of Carolina 1996,1
291,Houseguest 1994,3
175,Godfather The 1972,5
145,Sirens 1994,2
7,Thin Blue Line The 1988,5
276,Mary Poppins 1964,5
83,Indiana Jones and the Last Crusade 1989,5
102,Great Dictator The 1940,3
153,Raiders of the Lost Ark 1981,1
62,L.A. Confidential 1997,3
49,Kiss Me Guido 1997,3
268,Face/Off 1997,3
207,Waterworld 1995,2
313,Night of the Living Dead 1968,5
286,Dolores Claiborne 1994,3
279,Monty Python and the Holy Grail 1974,5
276,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,5
62,Three Colors: Red 1994,4
254,Nightmare on Elm Street A 1984,1
83,Dances with Wolves 1990,4
63,Fargo 1996,5
16,12 Angry Men 1957,5
297,Under Siege 1992,2
90,Charade 1963,5
85,Birdcage The 1996,2
42,Silence of the Lambs The 1991,4
303,Mrs. Doubtfire 1993,4
274,Star Wars 1977,5
104,Hoodlum 1997,3
94,Bullets Over Broadway 1994,4
184,Silence of the Lambs The 1991,4
293,Sex Lies and Videotape 1989,3
248,Wild Bunch The 1969,4
18,Georgia 1995,3
217,Bad Boys 1995,1
200,Flubber 1997,4
201,Ghost and the Darkness The 1996,1
296,Star Trek: First Contact 1996,5
7,Somewhere in Time 1980,3
196,Muriel's Wedding 1994,4
69,To Kill a Mockingbird 1962,3
72,Dead Poets Society 1989,4
256,Dragonheart 1996,4
128,GoodFellas 1990,4
151,Benny & Joon 1993,3
7,Delicatessen 1991,3
286,Ref The 1994,5
172,Mirror Has Two Faces The 1996,4
308,Local Hero 1983,4
190,Eye for an Eye 1996,2
82,Father of the Bride Part II 1995,1
308,American Werewolf in London An 1981,4
59,Mars Attacks! 1996,1
64,Little Princess A 1995,3
145,Father of the Bride Part II 1995,2
220,Face/Off 1997,4
21,Lost Highway 1997,4
285,Full Monty The 1997,4
207,What's Eating Gilbert Grape 1993,3
198,Pump Up the Volume 1990,3
220,Game The 1997,3
210,Four Weddings and a Funeral 1994,4
181,Postino Il 1994,1
158,Supercop 1992,2
143,I Know What You Did Last Summer 1997,3
75,Jerry Maguire 1996,2
199,Breaking the Waves 1996,4
223,Last Dance 1996,2
297,Birdcage The 1996,4
276,Free Willy 1993,4
299,Looking for Richard 1996,4
293,Crash 1996,2
301,D3: The Mighty Ducks 1996,2
1,Ed Wood 1994,4
164,River Wild The 1994,4
96,Cape Fear 1962,4
291,Con Air 1997,4
7,Grease 1978,5
233,Good The Bad and The Ugly The 1966,4
6,Manhattan 1979,4
202,Emma 1996,3
214,Rock The 1996,4
184,American in Paris An 1951,4
277,Men in Black 1997,3
194,Unbearable Lightness of Being The 1988,1
95,Crow The 1994,4
25,Men in Black 1997,4
6,Taxi Driver 1976,4
38,Body Snatchers 1993,1
313,American Werewolf in London An 1981,4
22,Last of the Mohicans The 1992,3
262,Blue Angel The Blaue Engel Der 1930,3
130,Wolf 1994,3
66,Return of the Jedi 1983,5
21,Booty Call 1997,1
181,My Life and Times With Antonin Artaud En compagnie d'Antonin Artaud 1993,1
262,Raiders of the Lost Ark 1981,3
206,L.A. Confidential 1997,5
222,Braveheart 1995,5
76,Three Colors: White 1994,4
151,Widows' Peak 1994,4
314,Apollo 13 1995,5
13,Long Kiss Goodnight The 1996,3
44,Contact 1997,4
303,Cinderella 1950,4
16,Blade Runner 1982,2
270,Heavenly Creatures 1994,5
248,Rock The 1996,5
125,Schindler's List 1993,5
138,Cool Hand Luke 1967,5
268,Addams Family Values 1993,2
291,Mr. Holland's Opus 1995,5
234,Long Kiss Goodnight The 1996,3
239,Terminator 2: Judgment Day 1991,5
15,Edge The 1997,3
94,Dirty Dancing 1987,2
136,Blade Runner 1982,4
223,E.T. the Extra-Terrestrial 1982,3
82,Sting The 1973,4
145,Sphere 1998,3
280,That Thing You Do! 1996,3
179,Mad City 1997,1
178,Bridge on the River Kwai The 1957,4
307,How to Make an American Quilt 1995,4
10,Sunset Blvd. 1950,5
116,Edge The 1997,3
23,Contact 1997,5
308,Raiders of the Lost Ark 1981,4
185,Wallace & Gromit: The Best of Aardman Animation 1996,4
188,Jerry Maguire 1996,3
118,Chinatown 1974,5
246,Mallrats 1995,4
234,Silence of the Lambs The 1991,4
194,Sneakers 1992,3
94,Rumble in the Bronx 1995,4
122,Miracle on 34th Street 1994,4
312,Fargo 1996,4
262,Shawshank Redemption The 1994,5
154,Kolya 1996,3
223,Happy Gilmore 1996,3
99,Batman 1989,4
83,Disclosure 1994,4
130,Devil's Advocate The 1997,4
174,Ghost 1990,5
256,Roman Holiday 1953,5
59,Good The Bad and The Ugly The 1966,4
161,Monty Python and the Holy Grail 1974,1
244,Natural Born Killers 1994,3
250,Dead Poets Society 1989,4
43,To Wong Foo Thanks for Everything! Julie Newmar 1995,3
285,Swingers 1996,5
42,Unstrung Heroes 1995,2
97,Body Snatchers 1993,5
122,Magnificent Seven The 1954,4
61,Dante's Peak 1997,3
222,Diabolique 1996,2
4,Mimic 1997,3
304,George of the Jungle 1997,1
37,Batman 1989,5
49,Crow The 1994,1
303,Flirting With Disaster 1996,4
165,Jeffrey 1995,5
176,Lost Highway 1997,5
3,How to Be a Player 1997,1
56,Fools Rush In 1997,3
44,Mr. Holland's Opus 1995,4
190,Rock The 1996,4
29,Grand Day Out A 1992,4
94,Raiders of the Lost Ark 1981,4
130,How to Make an American Quilt 1995,3
117,Return of the Jedi 1983,5
303,Drop Zone 1994,1
19,Butch Cassidy and the Sundance Kid 1969,5
194,Amadeus 1984,4
158,Rumble in the Bronx 1995,4
56,Carrie 1976,4
262,Sling Blade 1996,3
181,Somebody to Love 1994,1
214,Big Night 1996,4
92,Benny & Joon 1993,4
188,Terminator 2: Judgment Day 1991,5
58,Princess Bride The 1987,5
244,Monty Python's Life of Brian 1979,5
134,Peacemaker The 1997,4
298,Sword in the Stone The 1963,4
254,Star Trek IV: The Voyage Home 1986,4
230,D3: The Mighty Ducks 1996,3
16,This Is Spinal Tap 1984,5
151,Gay Divorcee The 1934,5
181,Captives 1994,1
145,Blink 1994,3
200,Beauty and the Beast 1991,5
248,Men in Black 1997,3
297,Fantasia 1940,4
312,Gone with the Wind 1939,5
151,Usual Suspects The 1995,5
110,Speed 1994,3
305,Casablanca 1942,5
141,Contact 1997,5
44,Beavis and Butt-head Do America 1996,4
186,Steel 1997,3
214,Room with a View A 1986,4
233,Young Frankenstein 1974,4
104,Marvin's Room 1996,2
312,Fish Called Wanda A 1988,2
1,Star Trek: First Contact 1996,4
206,Dante's Peak 1997,1
230,Mary Poppins 1964,4
56,Star Trek V: The Final Frontier 1989,3
94,Glory 1989,5
205,As Good As It Gets 1997,4
14,Raiders of the Lost Ark 1981,5
268,Tommy Boy 1995,2
276,Curdled 1996,3
83,Harriet the Spy 1996,3
268,Englishman Who Went Up a Hill But Came Down a Mountain The 1995,3
222,Forget Paris 1995,3
279,Blade Runner 1982,4
5,Children of the Corn: The Gathering 1996,1
112,Edge The 1997,4
296,Day the Earth Stood Still The 1951,5
18,Groundhog Day 1993,3
13,Hearts and Minds 1996,5
87,Indiana Jones and the Last Crusade 1989,5
10,Secrets & Lies 1996,5
181,Conspiracy Theory 1997,3
23,Secret of Roan Inish The 1994,4
253,Real Genius 1985,3
234,Star Trek: The Wrath of Khan 1982,3
299,Multiplicity 1996,2
66,Toy Story 1995,3
216,Raiders of the Lost Ark 1981,5
290,Young Frankenstein 1974,3
79,Palookaville 1996,2
264,Omen The 1976,2
4,Ulee's Gold 1997,5
144,Escape from L.A. 1996,3
138,Manhattan 1979,4
64,Heathers 1989,2
5,Toy Story 1995,4
276,One Flew Over the Cuckoo's Nest 1975,5
62,Heathers 1989,5
239,Trainspotting 1996,5
293,Manon of the Spring Manon des sources 1986,3
130,Jaws 1975,5
264,Four Weddings and a Funeral 1994,4
208,Graduate The 1967,5
24,Happy Gilmore 1996,5
279,Phat Beach 1996,3
3,Devil's Own The 1997,1
101,Hunchback of Notre Dame The 1996,3
162,Die xue shuang xiong Killer The 1989,4
223,Half Baked 1998,1
99,Chasing Amy 1997,3
239,Duck Soup 1933,3
160,Glengarry Glen Ross 1992,5
172,Englishman Who Went Up a Hill But Came Down a Mountain The 1995,4
303,Love! Valour! Compassion! 1997,2
54,Crucible The 1996,5
44,Streetcar Named Desire A 1951,3
210,Dances with Wolves 1990,5
164,Chain Reaction 1996,4
299,Beavis and Butt-head Do America 1996,2
28,Bram Stoker's Dracula 1992,3
305,Fugitive The 1993,3
18,Nell 1994,3
82,Alien: Resurrection 1997,1
109,Private Parts 1997,4
207,Birdcage The 1996,4
92,Mixed Nuts 1994,1
109,Toy Story 1995,4
15,Star Trek: First Contact 1996,3
58,Strictly Ballroom 1992,5
303,Casino 1995,4
152,Truth About Cats & Dogs The 1996,5
194,Glengarry Glen Ross 1992,2
92,Last of the Mohicans The 1992,3
77,Nightmare Before Christmas The 1993,3
244,Somewhere in Time 1980,3
177,Mother 1996,2
131,Breaking the Waves 1996,3
197,L.A. Confidential 1997,3
227,Star Wars 1977,4
85,Time to Kill A 1996,3
295,Mask The 1994,4
181,Toy Story 1995,3
277,My Best Friend's Wedding 1997,4
279,Terminator 2: Judgment Day 1991,4
1,Pillow Book The 1995,5
18,GoodFellas 1990,4
276,Speed 1994,4
87,Good The Bad and The Ugly The 1966,5
177,Forrest Gump 1994,1
213,Mighty Aphrodite 1995,4
125,Citizen Kane 1941,5
128,Pretty Woman 1990,4
291,Harold and Maude 1971,5
25,Young Frankenstein 1974,4
288,Good Will Hunting 1997,5
207,Crows and Sparrows 1949,2
271,Pulp Fiction 1994,3
5,Sudden Death 1995,3
274,Saint The 1997,5
70,Mary Poppins 1964,5
311,Interview with the Vampire 1994,2
151,City of Lost Children The 1995,5
199,Chasing Amy 1997,5
201,This Is Spinal Tap 1984,3
99,Sabrina 1995,1
11,Jane Eyre 1996,4
59,Firm The 1993,4
184,Restoration 1995,3
222,Sleepless in Seattle 1993,4
38,Top Gun 1986,5
59,Cinderella 1950,2
104,Air Force One 1997,3
298,Dingo 1992,3
180,Some Kind of Wonderful 1987,3
7,Cat People 1982,2
121,Postino Il 1994,5
268,Forget Paris 1995,1
252,Restoration 1995,4
303,Nutty Professor The 1996,4
210,Gandhi 1982,5
234,Quiet Man The 1952,3
312,Body Snatchers 1993,5
308,Field of Dreams 1989,3
234,Of Human Bondage 1934,4
75,Broken Arrow 1996,3
117,Mr. Holland's Opus 1995,5
246,Sneakers 1992,3
64,Local Hero 1983,5
85,Godfather: Part II The 1974,5
239,Hudsucker Proxy The 1994,3
59,Outbreak 1995,4
256,Mirror Has Two Faces The 1996,3
216,Dead Poets Society 1989,5
203,Time to Kill A 1996,1
13,Terminator The 1984,3
144,Fish Called Wanda A 1988,5
100,Chasing Amy 1997,3
210,Sabrina 1995,5
94,Courage Under Fire 1996,4
13,Poetic Justice 1993,1
125,Manchurian Candidate The 1962,3
65,When We Were Kings 1996,4
1,Horseman on the Roof The Hussard sur le toit Le 1995,5
76,Brazil 1985,4
294,People vs. Larry Flynt The 1996,4
263,Foreign Correspondent 1940,4
294,Chain Reaction 1996,3
121,Rock The 1996,1
85,Mighty Aphrodite 1995,3
303,Transformers: The Movie The 1986,3
212,Apocalypse Now 1979,1
6,East of Eden 1955,5
181,Beavis and Butt-head Do America 1996,1
279,Real Genius 1985,5
303,Death and the Maiden 1994,4
184,Amadeus 1984,4
310,Cold Comfort Farm 1995,5
313,Braveheart 1995,3
314,Last Dance 1996,4
13,Independence Day ID4 1996,5
43,Copycat 1995,4
58,Pink Floyd - The Wall 1982,2
215,Abyss The 1989,3
62,Scream 1996,2
280,Godfather The 1972,5
161,Postman The 1997,3
11,Boys on the Side 1995,5
94,Cape Fear 1991,3
35,Jungle2Jungle 1997,2
311,Clear and Present Danger 1994,4
48,Kull the Conqueror 1997,3
85,It Happened One Night 1934,4
288,Gandhi 1982,3
184,Annie Hall 1977,5
151,Harriet the Spy 1996,3
90,Seven Years in Tibet 1997,4
11,Net The 1995,3
104,Con Air 1997,1
106,Piano The 1993,4
181,Basquiat 1996,1
37,Rock The 1996,4
276,That Thing You Do! 1996,4
22,Contact 1997,5
70,Jurassic Park 1993,4
5,Silence of the Lambs The 1991,3
308,Aladdin 1992,4
60,Young Frankenstein 1974,5
270,Don Juan DeMarco 1995,5
243,Young Frankenstein 1974,4
92,Money Train 1995,2
81,Up Close and Personal 1996,4
293,Very Brady Sequel A 1996,1
200,Philadelphia Story The 1940,5
13,FairyTale: A True Story 1997,3
56,Army of Darkness 1993,4
116,Fifth Element The 1997,4
295,Empire Strikes Back The 1980,4
63,Waiting for Guffman 1996,5
295,Mars Attacks! 1996,4
104,Basquiat 1996,1
156,Paths of Glory 1957,5
269,Big Bully 1996,1
160,Duck Soup 1933,5
237,Amadeus 1984,4
287,Lost World: Jurassic Park The 1997,1
290,Wizard of Oz The 1939,3
45,Mystery Science Theater 3000: The Movie 1996,5
224,Volcano 1997,3
145,If Lucy Fell 1996,2
277,2 Days in the Valley 1996,3
65,Fargo 1996,3
272,Six Degrees of Separation 1993,5
116,My Best Friend's Wedding 1997,3
184,Remains of the Day The 1993,5
285,Willy Wonka and the Chocolate Factory 1971,5
222,Ghost and the Darkness The 1996,2
72,Apollo 13 1995,4
271,Godfather: Part II The 1974,5
94,M*A*S*H 1970,5
246,Bob Roberts 1992,5
115,Babe 1995,5
176,Cop Land 1997,3
13,Serial Mom 1994,3
129,Edge The 1997,2
257,Total Eclipse 1995,2
95,Toy Story 1995,5
147,Ma vie en rose My Life in Pink 1997,5
151,Quiz Show 1994,4
184,Fried Green Tomatoes 1991,3
311,Addams Family Values 1993,3
105,Chasing Amy 1997,4
158,Magnificent Seven The 1954,3
34,Midnight in the Garden of Good and Evil 1997,4
72,To Kill a Mockingbird 1962,5
263,Old Yeller 1957,5
94,She's the One 1996,4
200,Absolute Power 1997,3
45,Twister 1996,4
279,Die Hard 1988,4
145,Braveheart 1995,5
71,Blade Runner 1982,5
182,Forrest Gump 1994,5
193,Robin Hood: Prince of Thieves 1991,4
214,L.A. Confidential 1997,4
151,My Fair Lady 1964,5
102,Murder at 1600 1997,3
234,Another Stakeout 1993,2
249,Chain Reaction 1996,2
195,Conspiracy Theory 1997,4
109,Contact 1997,5
222,Species 1995,2
282,Scream 1996,4
117,Lawnmower Man 2: Beyond Cyberspace 1996,2
23,Muriel's Wedding 1994,4
112,Cop Land 1997,1
303,Lawnmower Man The 1992,1
252,Air Force One 1997,4
151,Jeffrey 1995,5
282,Cop Land 1997,5
304,Jerry Maguire 1996,5
290,Speed 1994,3
64,Glengarry Glen Ross 1992,4
28,Fugitive The 1993,4
168,Selena 1997,3
265,Courage Under Fire 1996,4
18,Horseman on the Roof The Hussard sur le toit Le 1995,5
83,Jurassic Park 1993,5
90,Cat on a Hot Tin Roof 1958,5
234,Inkwell The 1994,4
87,Dead Poets Society 1989,5
26,Executive Decision 1996,3
150,Bound 1996,4
161,Silence of the Lambs The 1991,4
70,Indiana Jones and the Last Crusade 1989,4
51,GoodFellas 1990,3
222,Pallbearer The 1996,4
92,Aliens 1986,5
204,When Harry Met Sally... 1989,4
164,Executive Decision 1996,5
57,I Know What You Did Last Summer 1997,3
184,Cyrano de Bergerac 1990,4
60,Batman 1989,3
92,Apocalypse Now 1979,5
43,Back to the Future 1985,4
222,Just Cause 1995,4
197,Air Force One 1997,4
92,Tommy Boy 1995,3
294,Time to Kill A 1996,3
201,Benny & Joon 1993,2
201,Field of Dreams 1989,2
193,Kingpin 1996,3
271,Singin' in the Rain 1952,4
214,Casino 1995,3
73,Manchurian Candidate The 1962,5
